RECIPE TITLE,TOTAL COOKING TIME,PREPARATION TIME,COOKING TIME,RECIPE SERVINGS,LEVEL,INGREDIENTS,RECIPE LINK
Dal Parantha Recipe,40 mins,10 mins,30 mins,4.0,Easy,"['For Dal Stuffing:', '1 cup Moong Dal', '1 tsp Ghee', '2 nos Cloves', '4 nos Black Peppercorns', '1 tsp Cumin Seeds', '1/2 tsp Salt', '1/2 tsp Turmeric Powder', '1 tsp Red Chilli Powder', '1 cup Water', 'For Atta Dough:', '1 cup Atta', '1 tsp Salt', '1/2 tsp Kalonji', '1/2 tsp Ajwain', '1 tsp Ghee', '1/2 cup Water']",https://food.ndtv.com/recipe-dal-parantha-951728
Darbari Dal Recipe,30 mins,10 mins,20 mins,3.0,Easy,"['1/2 Cup masoor dal', '1/2 cup toor dal', '1/2 tsp turmeric powder', '2 tbsp ghee', '1 tsp ginger garlic paste', '1/2  tomato, chopped', '1 tsp coriander powder', '1 tsp cumin powder', '1 tsp red chilli powder', '3-4 tbsp dahi', '1 tsp kasuri methi', '1 tsp coriander leaves', 'Salt, as per taste', 'Sugar, as per taste']",https://food.ndtv.com/recipe-darbari-dal-958307
Dates Halwa Recipe,55 mins,15 mins,40 mins,5.0,Easy,"['200 gm dates-seedless, chopped', '1 cup milk', '1 1/4 cup powdered sugar', '1/4 cup ghee', '100 gm cashew nuts', '1/4 tsp elaichi powder']",https://food.ndtv.com/recipe-dates-halwa-khajoor-ka-halwa-219713
Dates and Nuts Ladoo Recipe,15 mins,10 mins,05 mins,4.0,Medium,"['20 Large dates (pitted)', '1/4 cup mixed nuts (almonds, cashews, walnuts, pistachios, peanuts)', '1 tbsp dessicated coconut (optional)']",https://food.ndtv.com/recipe-dates-and-nuts-ladoo-952634
Dhaba-Style Chicken Recipe,1 hr 20 mins,45 mins,35 mins,2.0,Medium,"['4  Chicken legs', '1 tsp salt', '2 tsp lemon', '2 tsp ginger-garlic paste', '2  Onions', '2-3 pieces ginger', '8-9 pieces garlic', '7  Green chillies', '3 tbsp oil', '2 tsp cumin seeds', '1  Bay leaves', '1  Cinnamon stick', '5  Black cardamoms', '8  Pepper corns', '4  Cloves', '4  Tomatoes', '1 tsp turmeric powder', '1 tsp red chilli powder', '2 tsp coriander powder', '1 cup water', '1 tsp garam masala', '2 tsp coriander leaves', '2 tbsp ghee', '1 tsp ginger']",https://food.ndtv.com/recipe-dhaba-style-chicken-84
Dhabe Di Roti Recipe,10 mins,10 mins,,10.0,Medium,"['For Batter:', '1000 gram Refined flour', '6-7 tbsp Semolina', 'Blending:', '1 tbsp Saunf', '10 gram Green Cardamoms', 'Kneading:', '1 tbsp Yeast', '6-7 tbsp Sugar', '1 tbsp Salt', '55 ml Milk', '10 tbsp Desi Ghee']",https://food.ndtv.com/recipe-dhabe-di-roti-708187
Dhaniwal Korma (Lamb Korma) Recipe,1 hr,15 mins,45 mins,4.0,Medium,"['For the yakhni:', '2 cups water', '1 kg lamb meat, cut', 'Salt, a pinch', 'For the saffron infused milk:', '1 cup milk', 'A pinch of saffron', 'For the curry base:', '1 Tbsp oil', '9 green cardamoms', '5 cloves', '2 onions, pureed', '5 cloves of garlic, crushed', '1/2 tsp turmeric', 'Rock salt, to taste', '1 tsp coriander powder', '1 1/2 cup curd', 'Saffron infused milk', 'Pepper, to taste', 'Coriander leaves, to garnish']",https://food.ndtv.com/recipe-dhaniwal-qorma-229999
Dhora Ra Gotaka Recipe,25 mins,05 mins,20 mins,2.0,Easy,"['1 Kg gotaka/khumbi', '100 ml oil', '5 gram cumin', '120 gms onion', '15 gms green chilli', '25 gms red chilli powder', '20 gms coriander powder', '5 gram turmeric powder', '25 gms garlic', '10 gms green coriander', 'to taste salt']",https://food.ndtv.com/recipe-dhora-ra-gotaka-954527
Dhuli Urad Dal Recipe,40 mins,15 mins,25 mins,4.0,Easy,"['200 gms urad dal', '1 tbsp desi ghee', '1 tsp turmeric powder', '1 tsp red chilli powder', '2 cups milk', '1 tsp cumin seeds', '3  Red chillies', '10   garlic flakes, chopped', '1 tsp ginger, chopped', '1/2  onion, sliced', '1 tbsp coriander leaves, chopped', 'Salt', 'Water']",https://food.ndtv.com/recipe-dhuli-urad-dal-239522
Diabetic-Friendly Rabri Recipe,30 mins,15 mins,15 mins,2.0,Easy,"['1/4 Cup Oats', '1/4 cup Orange segments', '2 cups Milk', '1 tsp Ghee', '1 tsp Sugar-free/stevia (sugar substitute)']",https://food.ndtv.com/recipe-diabetic-friendly-rabri-955412
Doli Ki Roti Recipe,40 mins,10 mins,30 mins,2.0,Easy,"['For yeast:', '1-2  cinnamon sticks', '3  green cardamom', '1  black cardamom', '7-8  cloves', '1.5 tbsp saunf (fennel seeds)', '1/2 tsp nutmeg powder', '2 tsp black pepper', '1 tsp dried ginger powder', 'chana dal', 'Water', 'For dough:', '1.5 cup atta', '1/2 tsp sugar', 'For filling:', '2-3 tbsp chana dal, soaked', '1 medium sized onion', '2-3  green chillies', '2 tsp roasted jeera powder', 'Black salt and salt to taste', '1 tsp freshly chopped coriander']",https://food.ndtv.com/recipe-doli-ki-roti-958137
Dry Fruit Modak Recipe,40 mins,15 mins,25 mins,2.0,Medium,"['6  Figs', '8  Seedless Dates', '15-16  Almonds', '1 tsp Walnuts', '12-13  Peanuts', '5-6  Pistachios', '9-10  Cashewnuts', '1 tsp Sesame Seeds', '1 tsp Chironji', '1 tsp Khus Khus', '1 tsp Dessicated Coconut', '1 tbsp Ghee', '10  Raisins, chopped', '5  Apricots, chopped', '1 tsp Cardamom Powder']",https://food.ndtv.com/recipe-dry-fruit-modak-951237
Dry Mango Kuzhambu Recipe,40 mins,10 mins,30 mins,4.0,Easy,"['Ingredients', '12-14 dried mangoes-bits', 'tamarind-gooseberry shaped ball', 'salt- to taste', '1 pinch of asafoetida', '1tsp of sambhar powder', '1 sprig curry leaves', 'To Roast and Grind', '2tsp of coriander seeds', '3 red chilly', '2tsp of tur dal', '2tsp of channa dal', '2tsp of urad dal', '1tsp of Black pepper- 1tsp Cumin/Jeera- 1/2tsp', 'To Temper', '1tsp of mustard seeds', '1tsp of urad dal', '1 sprig of curry Leaves', '1/2 tsp of oil']",https://food.ndtv.com/recipe-dry-mango-kuzhambu-843568
Dudh Puli Recipe,1 hr 20 mins,10 mins,1 hr 10 mins,2.0,Medium,"['2 Cups Dessicated coconut (unsweetened)', '3/4 cup Condensed milk', '1 cup Milk', '2-3 small Cardamom', '2-3  Cinnamon stick (1 inch each)', '2 cups Rice flour', '1 cup Water', '1/8 tsp Salt', '4 cups Milk', '1 cup Sugar', '3-4 small Cardamom', '3-4  Cinnamon stick (1 inch each)']",https://food.ndtv.com/recipe-dudh-puli-952290
Dum Paneer Kali Mirch Recipe,55 mins,10 mins,45 mins,4.0,Easy,"['1 tsp Oil', '4  Cloves', '4  Green cardamoms', '1 inch piece  Cinnamon', '1  Onion (fried till brown and blended with little water to make paste)', '1 tsp Ginger-garlic paste', '3 tbsp Yogurt', '1 tsp Coriander powder', '1 tsp Pepper powder', '3/4 tsp Cumin powder', '1 tsp Salt', '2 tbsp Cream', '1/4 tsp Paprika', '1/4 tsp Turmeric', '1/4 tsp Garam masala', '250 gms Paneer', 'for garnishing Coriander', 'for garnishing Fresh mint leaves', '4  Green chillies']",https://food.ndtv.com/recipe-dum-paneer-kali-mirch-277008
Easy Bread Poha Recipe,35 mins,15 mins,20 mins,2.0,Easy,"['2 Tbsp Oil', '1/8 tsp Hing', '1 tsp Mustard seeds', '5-6  Curry leaves', '2  Whole red chillies', '1 cups Cookes peas', '1/2 cups Peanuts, roasted', '1 tsp Turmeric powder', '1 tsp Salt', '4 nos Bread, chopped', '2  Green chillies', '1 tbsp Lemon juice', '1/2 cups Coriander leaves', 'Dessicated coconut']",https://food.ndtv.com/recipe-bread-poha-22
Easy Coconut Rice Recipe,35 mins,15 mins,20 mins,2.0,Medium,"['2 Tbsp oil', '1/2 tbsp peanut', '1 tsp mustard seeds', '1 tsp cumin seeds', '1/2 tbsp chana dal, soaked', '1/2 tbsp urad dal, soaked', '10 nos curry leaves', '1 nos red whole chilli', '1/2 nos green chilli', '12 nos cashewnut', '1/2 tsp salt', '1 cup coconut, grated', '2 cups basmati rice (cooked)', '2 tbsp coconut, grated']",https://food.ndtv.com/recipe-coconut-rice-951171
Easy Dahi Bhalla Recipe,40 mins,20 mins,20 mins,2.0,Easy,"['4 Cups dhuli urad', '2 1/2 tsp salt', '1 tsp chillli powder', '2 tsp chironjee', '1 tsp raisins', '1/2 tsp hing', '1 tsp water', '3 cups dahi', '1 tsp salt', '1 tsp black salt', 'A pinch of cumin powder', '6 tsp imli chutney', '6 tsp pudina chutney', 'Boondi', 'Pomegranate']",https://food.ndtv.com/recipe-dahi-bhalla-113
Egg Biryani Recipe,50 mins,10 mins,40 mins,4.0,Easy,"['2 Cups Basmati rice, soaked', '6 large Eggs', '1  Onion, sliced', '10  Green chillies (slit)', '1  Bay leaf', '4  Cloves', '1/2 tsp Peppercorns', '1 inch  Cinnamon', '1 tsp Ginger and garlic paste', '1 tsp Pulao masala', '2 tbsp Oil', 'to taste Salt']",https://food.ndtv.com/recipe-egg-biryani-100462
Egg Chaat Recipe,30 mins,10 mins,20 mins,6.0,Easy,"['3 boiled eggs', '1 Tbsp tomato ketchup', '1 tsp tomato chili sauce', '3 tsp tamarind extract', '1 tsp lemon juice', '1 tsp roasted cumin', 'Salt to taste', '1 green chilly', '1 spring onion, chopped', '2-3 Tbsp boondi']",https://food.ndtv.com/recipe-egg-chaat-231377
Egg Makhani Recipe,30 mins,15 mins,15 mins,2.0,Easy,"['4  Boiled eggs', '1 medium Onion (roughly chopped)', '2 small Tomatoes (roughly chopped)', '7-8  Cashews', '1 cup Cream', '1 tbsp Ginger-garlic paste', '3  Cardamoms', '3  Cloves', '1 inch  Cinnamon stick', '5-6  Peppercorns', '1  Bay Leaf', 'to taste Salt', 'to taste Red Chilli powder', '1 tsp Cumin powder', '3-4 tbsp Butter']",https://food.ndtv.com/recipe-egg-makhani-955164
Egg Masala Curry Recipe,40 mins,15 mins,25 mins,2.0,Easy,"['4  eggs, boiled', '1 tsp ginger-garlic paste', '1 tsp red chilli powder', '1/2 tsp turmeric powder', '1/2 tsp salt', '1 tsp cumin powder', '1 tsp coriander powder', 'For Curry:', '1 tsp cumin seeds', '1  Green chilli', '1  onion, finely chopped', '1 tsp ginger, chopped', '1 tsp garlic, chopped', '1 tsp turmeric powder', '1 tsp coriander powder', '1 tsp cumin powder', '1 tsp red chilli powder', '1 tsp salt', '1/2 cup Watermelon', '2  Tomatoes', '1/2 cup water', '3 tbsp coriander leaves', 'For Tadka:', '1/8 tsp hing', '1/4 tsp methi seeds', '1 tsp mustard seeds', '1  Kashmir chilli', '8-10  Curry leaves', '1 tsp kashmiri chilli powder']",https://food.ndtv.com/recipe-egg-masala-curry-951240
Egg Masala Recipe,40 mins,10 mins,30 mins,6.0,Easy,"['For the spice paste:', '1 tsp red chilli powder', '1 tsp turmeric powder', 'to taste salt', '1 tsp coriander powder', '1 tsp cumin powder', '2 tsp ginger-garlic paste', 'For the eggs:', '4  hard boiled eggs, de shelled', 'Oil (for deep frying)', 'For the base:', '1 tbsp oil', '1 tbsp cumin', '1  Green chilli', 'A pinch of asafoetida', '1  Onion, julienne', '1 tsp garlic, chopped', '1 tsp ginger, chopped', '1 tsp turmeric', '1 tsp coriander powder', '1 tsp cumin powder', 'to taste red chilli powder', 'to taste salt', '2  tomatoes, chopped', 'Water (to de glaze)', '1 tsp Kashmiri red chilli powder', '1/2  Lemon (juiced)', 'For the tadka:', '1 tbsp oil', '1  Kashmiri chilli, chopped', '1/4 tsp methi seeds', '1 tsp zeera', '1 tsp mustard seeds', '4-5  Curry leaves', 'for garnishing coriander leaves']",https://food.ndtv.com/recipe-egg-masala-230889
Egg Paratha Recipe,45 mins,15 mins,30 mins,2.0,Easy,"['2 Cups whole wheat flour', 'A pinch of salt', '1 tbsp oil', '2  Eggs', '1/4 cup onions, chopped', '1  green chilli, chopped', '2 tbsp coriander leaves, chopped', '1/2 tsp garam masala']",https://food.ndtv.com/recipe-egg-paratha-855115
Egg Samosa Recipe,30 mins,15 mins,15 mins,3.0,Easy,"['6  Eggs', '1 cup Grated Potato', '3   Chopped Green Chillies', '1/2 tsp Baking Powder', 'Salt as required', '4  Finely Chopped Onion', '1/2 tsp Onion Seeds', '1 bunch Coriander Leaves', '300 gram All Purpose Flour', '2 cups Refined Oil']",https://food.ndtv.com/recipe-egg-samosa-956117
Elneer Payasam Recipe,25 mins,10 mins,15 mins,2.0,Easy,"['2 Cups tender coconut water', '1 cup tender coconut flesh, thinly sliced or grated', '1 cup coconut milk', '1/2 cup jaggery (or Milk Maid of your choice)', '1/4 tsp cardamom powder', 'A pinch of saffron strands (optional)', '1 tbsp  ghee (clarified butter)', 'Assorted nuts for garnish (cashews, almonds, pistachios), chopped']",https://food.ndtv.com/recipe-elneer-payasam-958187
Elumbu Rasam Recipe,20 mins,10 mins,10 mins,2.0,Easy,"['For spice powder:', '1/2 tsp  Black peppercorns', '1/2 tsp  Cumin seeds', '1/2 tsp  Coriander seeds', '2   Dried red chillies', 'For mutton stock:', '300 gms  Mutton bones', '4 cups  Water', 'to taste Salt', '1 tsp  Turmeric powder', 'For the tempering:', '2 tsp  Sesame oil', '4-5  Cloves garlic, chopped', '6-7  Onions (shallots), chopped', '2  Large tomatoes (chopped)', 'to taste Salt', '2 sprigs  Coriander leaves']",https://food.ndtv.com/recipe-elumbu-rasam-957699
Ennai Kathrikai Kulambu Recipe,40 mins,10 mins,30 mins,2.0,Easy,"['150 gms Whole small brinjals', '50 gram onions, chopped', '50 gram · Tomatoes , chopped', '2 gram Whole green chillies', '2 gram Coriander seeds', '1 gram Curry leaves', '40 ml Gingerlly oil', '2 gram Chana dal', '1 gram ·Mustard seeds', '3 gram · Urad dal', '3 gram Sesame seeds', '1 gram  Fenugreek seeds', '3 gram Black peppercorn', '2 gram Peanuts, without skin', '1 gram ·Cumin seeds', '1 gram ·Turmeric seeds', '5 gram Red chilli powder', '2 gram ·Coriander powder', '5 gram · Jaggery', '20 gram ·Tamarind water', '· Salt as per taste', '3 gram  Garlic. Cloves', '5 ml ·coconut milk', '3 gram coriander leaves chopped', '60 ml  water']",https://food.ndtv.com/recipe-ennai-kathrikai-kulambu-958601
Erissery Recipe,35 mins,10 mins,25 mins,2.0,Easy,"['1 Cup pumpkin slices', '1/2 tsp turmeric', 'to taste Salt', 'Water', '1/2 cup coconut, grated', '1/2 tsp turmeric powder', '2  garlic cloves', '1/2 tsp cumin seeds', '3-4  Green chillies', '1/4 tsp Pepper powder', 'For the tempering:', '1/4 cup coconut, grated', '2 tsp oil', '1/2 tsp mustard seeds', '4  Red chillies', '1   Curry leaves sprig']",https://food.ndtv.com/recipe-erissery-417848
Faldhari Badam ki Barfi (Sugar free) Recipe,25 mins,15 mins,10 mins,4.0,Medium,"['1 1/2 Cups mawa (crushed)', '1 cup dehydrated mix fruits, chopped', '1/2 cup mixed nuts (walnuts, almonds, pistachios and figs), chopped', '1/4 tsp cardamoms', 'A pinch of nutmeg powder']",https://food.ndtv.com/recipe-faldhari-badam-ki-burfi-sugar-free-951244
Falsa Sherbet Recipe,05 mins,03 mins,02 mins,4.0,Easy,"['250 Gram Falsa', '2 tbsp Sugar', '2  Lemons', '8-10  Mint leaves', '6-7  Ice cubes']",https://food.ndtv.com/recipe-falsa-sherbet-822103
Fish Biryani Recipe,55 mins,10 mins,45 mins,4.0,Easy,"['1 Kg Fish fillets (cut into 1.5 "" cubes)', '2 tbsp Oil', '1 cup Onions, grated', '1 tsp Ginger paste', '1 tsp Garlic paste', '1 tsp Cumin seeds', '1 tsp Garam masala', '1 tbsp Coriander powder', '1 tsp Chilli powder', '1 tsp Turmeric powder', '1/2 tsp Salt', '1 cup Hung yogurt', '1 cup Coriander leaves, chopped', 'to taste Green chillies , finely chopped', '1 tsp Biryani masala', '1/3 cup Onions (browned)', 'For the Rice:', '2 cup Rice (cleaned and washed)', '2 tsp Oil', '4  Cloves', '4  Peppercorns', '1  Cinnamon (broken)', '4  Green cardamoms', '1 tsp Salt', '3 cups Hot water', 'Saffron or color mixed in 1 cup warm milk']",https://food.ndtv.com/recipe-fish-biryani-100404
Fish Curry Recipe,1 hr 15 mins,15 mins,1 hr,4.0,Medium,"['Fresh sole fish', '1 tsp black pepper powder', '1  lemon (juiced)', '1  onion, sliced', '2 tsp coriander seeds', '2 tsp black pepper', '2 tbsp raw rice', '6  garlic cloves', '1 cup coconut, grated', '1 cup coriander leaves', '1 piece ginger (large), chopped', '1/2 tsp cinnamon powder', '1/2 tsp clove powder', 'Ground nut oil', '1/2 cup tamarind paste', 'Cooking oil', 'Salt', 'Water']",https://food.ndtv.com/recipe-fish-curry-239525
Fish Curry with Lotus Stem Recipe,55 mins,10 mins,45 mins,2.0,Medium,"['2-3  kingfish or surmai', 'cooking oil', '2 large onions', '5-6  garlic cloves', '2 large onions (quartered)', '50 gms red chillies', '25 gms cinnamon and black cardamom', '25 gms green cardamom and dry ginger powder', '25 gms black cumin seeds', '2 tbsp desi ghee', 'Few pcs kokum', '1  lotus stem', '1 tsp turmeric powder', '2-3  cinnamon sticks', '3-4  green cardamoms', '4-5  cloves', '1  black cardamom', '1 tbsp garlic paste', '1 tsp dry ginger powder', 'salt and water']",https://food.ndtv.com/recipe-fish-curry-with-lotus-stems-312727
Flax Seed and Beetroot Modak Recipe,1 hr 25 mins,10 mins,1 hr 15 mins,2.0,Medium,"['1 1/2 Cups rice flour', 'A pinch of salt', '1 tsp oil (for greasing)', '60 gms beetroot puree', 'Tossed flax seeds (for topping)', 'For stuffing:', '1 1/2 cups fresh coconut, grated', '1 cup jaggery, grated', '1 tbsp poppy seeds, roasted', 'A pinch of green cardamom powder', 'A pinch of nutmeg powder']",https://food.ndtv.com/recipe-flax-seed-and-beetroot-modak-953928
Frans Bean Nariyal Wali Recipe,30 mins,10 mins,20 mins,6.0,Easy,"['500 Gram French beans, finely chopped', '1/4  Oil', '1 tsp Mustard seeds', '2-3  Whole red chillies', '1 Cup Fresh coconut, grated', '2 tsp Salt', '1 Tbsp Lemon juice', '2 Tbsp Coriander leaves, chopped']",https://food.ndtv.com/recipe-frans-bean-nariyal-wali-98961
Fresh Alphonso and Cranberry Kulfi Recipe,3 hrs,1 hr,2 hrs,2.0,Easy,"['500 gm Alphonso mango', '100 gm Alphonso mango puree', '4 ml lemon juice', '3 gm grated lemon zest', '60 gm dried cranberry']",https://food.ndtv.com/recipe-fresh-alphonso-and-cranberry-kulfi-694760
Fresh Mango Amrakhand Recipe,15 mins,05 mins,10 mins,2.0,Easy,"['150 gms hung curd', '150 gms fresh mango pulp', 'A pinch of cardamom powder', 'A pinch of nutmeg powder', '80 gms castor sugar']",https://food.ndtv.com/recipe-fresh-mango-amrakhand-952212
Fried Modak Recipe,1 hr 20 mins,20 mins,1 hr,4.0,Medium,"['To make outer cover:', '2 cup rice flour', '1 cup water', '4 Tbsp ghee', 'Pinch of Salt', 'To make stuffing:', '2 cup shredded Coconut', '2 cup Jaggery', '4 Tbsp poppy seeds', 'Cardamom powder', 'Roasted cashewnuts and raisins']",https://food.ndtv.com/recipe-fried-modak-287979
Gaith Dal Fritters With Himalayan Chutney Recipe,1 hr 05 mins,15 mins,50 mins,4.0,Easy,"['For fritters:', '200 Gram Gaith dal', '15 Gram Ginger, chopped', '10 Gram Green chillies, chopped', '5 Gram Coriander, chopped', '20 Gram Spinach keaves, julienne', '30 Gram Salt', '2 Gram Red chilli powder', '10 Gram Gram flour', 'A pinch of Asafoetida', 'For frying  Refined oil', 'For salad:', '30  Roket leaves', '5  Cherry tomato', '10  Pineapple, chopped', '10  Pears, chopped', '10  Apple , chopped', '10  Strawberry, chopped', '2 Gram Salt', '2 Gram Black pepper', '2-3 Ml Olive oil', '2 Ml Lemon juice', 'For mint chutney:', '50 Gram Mint', '30 Gram Coriander', '10 Gram Green chilli', '10 Gram Ginger', '3-4 Nos Lemon whole', 'As per requirement  Himalayan salt', 'For tomato and peanut chutney', '50 Gram Tomatoes, roasted', '10 Gram Peanut', '5 Gram Sesamic seeds', '3 Gram Ginger', '3 Gram Garlic', '4 Gram Green chillies', '2 Gram Salt', '5 Ml Lemon juice']",https://food.ndtv.com/recipe-gaith-dal-fritters-with-himalayan-chutney-952082
Gajar Halwa Sunehri Style Recipe,40 mins,10 mins,30 mins,4.0,Easy,"['1 1/2 Kg carrots', '10  Whole green cardamom', '2  Cinnamon sticks', '500 gms sugar', '250 gms desi ghee (clarified butter)', '400 gms condensed milk (option: mawa / khoya)', '4 pieces gold vark', '50 gms almonds', '50 gms pistachios']",https://food.ndtv.com/recipe-gajar-halwa-sunehri-style-178266
Gajar Halwa Tart Recipe,1 hr 35 mins,15 mins,1 hr 20 mins,2.0,Medium,"['For the Tart:', '500 gms white butter', '250 gms breakfast sugar', '100 ml milk full fat', '750 gms refined flour', 'For Gajar ka Halwa:', '1 kg winter carrots', '200 gms ghee', '90 gms sugar', '200 gms khoya', '5 gms cardamom powder', '50 gms cashew nuts (crushed), fried', '50 gms almonds (crushed), fried', '400 ml full fat milk', 'For Rabdi:', 'full fat milk', 'grain sugar', 'green cardamom powder']",https://food.ndtv.com/recipe-gajar-halwa-tart-953114
Gajar Ka Halwa with Coffee Gulab Jamun Recipe,45 mins,15 mins,30 mins,2.0,Medium,"['For Gajar ka Halwa (3-4 servings):', '1/2 kg Carrots/Gajar', '2 cups Full Fat Milk', '1/2 cup Sugar', '3-4  Elaichi (skinned and powdered)', '2 tbsp Ghee', '1/2 cup Khoya (optional)', 'Handful  Mixed nuts (pista, cashew and almonds)', 'For Coffee Gulab Jamuns (15 servings):', '1 1/2 cup Milk powder', '1 1/2 tbsp Maida', '1 cup Khoya', 'To deep fry  Ghee', '2 cups Sugar (for sugar syrup)', 'Few  Saffron', '2 tsp Coffee powder', '4 tsp Honey']",https://food.ndtv.com/recipe-gajar-ka-halwa-with-coffee-gulab-jamun-951447
Galouti Kebab Recipe,1 hr 25 mins,15 mins,1 hr 10 mins,4.0,Medium,"['600 gms meat (keema, minced)', '1 cup raw papaya paste', '1 cup ginger garlic paste', '1/4 tsp mace powder', '3-4  kebab chini', '3-4  pathar ke phool seeds', '4  green cardamoms', '1  cinnamom stick', '1 tsp coriander seeds', '1 tsp fennel', '1 tsp cumin seeds', '1 tsp red chilly powder', '4 tbsp bengal gram flour, roasted', 'to taste salt', '3 tbsp oil/ghee (to fry the kebabs)', 'For garnishing:', '2-3  red chillies', 'coriander leaves', 'mint leaves', 'lemon', '2 tbsp butter']",https://food.ndtv.com/recipe-galouti-kebab-230061
Garlic Paratha Recipe,40 mins,10 mins,30 mins,4.0,Easy,"['3 Cups maida', '3 tsp desi ghee', '3 tsp yogurt', '1 tsp garlic', 'to taste salt', 'water (as required)']",https://food.ndtv.com/recipe-garlic-paratha-240332
Gehun Ki Kheer Recipe,35 mins,10 mins,25 mins,2.0,Easy,"['150  Broken wheat', '50  Ghee', '50  Raisin', '2  Cardamom powder', '50 ml Jaggery', '100 gram Cashew nut', '500 ml Milk']",https://food.ndtv.com/recipe-gehun-ki-kheer-952570
